code,fabricante_oficial,certificacion_calidad
770001101951,AgroProcesados,ISO-9001
770001101952,NutriAlimentos Corp,HACCP
770001101953,Bebidas del Valle,Sin Certificación
770001101954,AgroProcesados,ISO-22000
770001101955,AgroProcesados,HACCP
770001101956,Bebidas del Valle,ISO-14001
770001101957,NutriAlimentos Corp,ISO-22000
770001101958,NutriAlimentos Corp,HACCP
770001101959,AgroProcesados,Sin Certificación
770001101960,Industrias BioFood,ISO-14001
770001101961,Global Foods,ISO-9001
770001101962,NutriAlimentos Corp,ISO-9001
770001101963,Industrias BioFood,ISO-9001
770001101964,Industrias BioFood,ISO-9001
770001101965,Industrias BioFood,ISO-9001
770001101966,Industrias BioFood,ISO-22000
770001101967,Industrias BioFood,HACCP
770001101968,Bebidas del Valle,ISO-14001
770001101969,Industrias BioFood,ISO-9001
770001101970,Global Foods,ISO-14001
770001101971,Industrias BioFood,Sin Certificación
770001101972,NutriAlimentos Corp,Sin Certificación
770001101973,AgroProcesados,ISO-9001
770001101974,Global Foods,ISO-22000
770001101975,Industrias BioFood,ISO-22000
770001101976,AgroProcesados,Sin Certificación
770001101977,AgroProcesados,Sin Certificación
770001101978,Industrias BioFood,ISO-9001
770001101979,AgroProcesados,Sin Certificación
770001101980,Bebidas del Valle,ISO-9001
770001101981,Global Foods,HACCP
770001101982,Industrias BioFood,ISO-14001
770001101983,Bebidas del Valle,ISO-14001
770001101984,Bebidas del Valle,ISO-9001
770001101985,NutriAlimentos Corp,ISO-14001
770001101986,Bebidas del Valle,ISO-22000
770001101987,Bebidas del Valle,ISO-14001
770001101988,Global Foods,ISO-9001
770001101989,Global Foods,ISO-22000
770001101990,Industrias BioFood,ISO-9001
770001101991,Bebidas del Valle,ISO-22000
770001101992,Industrias BioFood,HACCP
770001101993,AgroProcesados,ISO-14001
770001101994,Global Foods,ISO-9001
770001101995,Industrias BioFood,HACCP
770001101996,NutriAlimentos Corp,Sin Certificación
770001101997,Industrias BioFood,ISO-9001
770001101998,Global Foods,ISO-22000
770001101999,Bebidas del Valle,Sin Certificación
770001102000,Bebidas del Valle,ISO-9001
770001102001,NutriAlimentos Corp,HACCP
770001102002,Bebidas del Valle,ISO-14001
770001102003,Global Foods,Sin Certificación
770001102004,Global Foods,Sin Certificación
770001102005,Bebidas del Valle,ISO-14001
770001102006,Bebidas del Valle,ISO-22000
770001102007,Industrias BioFood,Sin Certificación
770001102008,Global Foods,ISO-22000
770001102009,Bebidas del Valle,ISO-22000
770001102010,AgroProcesados,ISO-9001
770001102011,Global Foods,ISO-9001
770001102012,NutriAlimentos Corp,HACCP
770001102013,Global Foods,HACCP
770001102014,AgroProcesados,ISO-22000
770001102015,AgroProcesados,Sin Certificación
770001102016,NutriAlimentos Corp,ISO-9001
770001102017,Industrias BioFood,ISO-14001
770001102018,Global Foods,ISO-14001
770001102019,AgroProcesados,ISO-9001
770001102020,NutriAlimentos Corp,ISO-22000
770001102021,Bebidas del Valle,ISO-22000
770001102022,AgroProcesados,ISO-14001
770001102023,AgroProcesados,HACCP
770001102024,NutriAlimentos Corp,HACCP
770001102025,Bebidas del Valle,ISO-22000
770001102026,Global Foods,HACCP
770001102027,Global Foods,ISO-9001
770001102028,AgroProcesados,Sin Certificación
770001102029,Bebidas del Valle,Sin Certificación
770001102030,NutriAlimentos Corp,ISO-22000
770001102031,Bebidas del Valle,Sin Certificación
770001102032,NutriAlimentos Corp,ISO-22000
770001102033,NutriAlimentos Corp,ISO-14001
770001102034,Bebidas del Valle,Sin Certificación
770001102035,AgroProcesados,Sin Certificación
770001102036,Global Foods,ISO-9001
770001102037,Bebidas del Valle,HACCP
770001102038,AgroProcesados,Sin Certificación
770001102039,Global Foods,ISO-14001
770001102040,Global Foods,Sin Certificación
770001102041,Global Foods,ISO-14001
770001102042,Global Foods,ISO-14001
770001102043,NutriAlimentos Corp,HACCP
770001102044,NutriAlimentos Corp,ISO-9001
770001102045,Industrias BioFood,HACCP
770001102046,NutriAlimentos Corp,HACCP
770001102047,AgroProcesados,Sin Certificación
770001102048,Industrias BioFood,ISO-14001
770001102049,AgroProcesados,HACCP
770001102050,Global Foods,Sin Certificación
770001102051,NutriAlimentos Corp,ISO-9001
770001102052,NutriAlimentos Corp,ISO-9001
770001102053,NutriAlimentos Corp,ISO-14001
770001102054,Global Foods,HACCP
770001102055,AgroProcesados,Sin Certificación
770001102056,Global Foods,ISO-9001
770001102057,AgroProcesados,ISO-14001
770001102058,Industrias BioFood,HACCP
770001102059,Global Foods,ISO-22000
770001102060,AgroProcesados,ISO-9001
770001102061,Global Foods,ISO-22000
770001102062,Bebidas del Valle,ISO-9001
770001102063,AgroProcesados,ISO-9001
770001102064,Bebidas del Valle,HACCP
770001102065,Bebidas del Valle,ISO-9001
770001102066,NutriAlimentos Corp,Sin Certificación
770001102067,Global Foods,HACCP
770001102068,AgroProcesados,Sin Certificación
770001102069,AgroProcesados,ISO-9001
770001102070,Bebidas del Valle,ISO-14001
770001102071,AgroProcesados,Sin Certificación
770001102072,NutriAlimentos Corp,Sin Certificación
770001102073,Industrias BioFood,ISO-9001
770001102074,Industrias BioFood,Sin Certificación
770001102075,Global Foods,HACCP
770001102076,Bebidas del Valle,ISO-14001
770001102077,AgroProcesados,ISO-14001
770001102078,AgroProcesados,HACCP
770001102079,NutriAlimentos Corp,ISO-14001
770001102080,Industrias BioFood,Sin Certificación
770001102081,Bebidas del Valle,ISO-9001
770001102082,NutriAlimentos Corp,ISO-14001
770001102083,Global Foods,ISO-14001
770001102084,Industrias BioFood,ISO-22000
770001102085,Bebidas del Valle,ISO-14001
770001102086,Global Foods,Sin Certificación
770001102087,NutriAlimentos Corp,ISO-9001
770001102088,Industrias BioFood,Sin Certificación
770001102089,Global Foods,ISO-9001
770001102090,NutriAlimentos Corp,ISO-14001
770001102091,Industrias BioFood,HACCP
770001102092,Industrias BioFood,HACCP
770001102093,Bebidas del Valle,ISO-9001
770001102094,Industrias BioFood,HACCP
770001102095,AgroProcesados,ISO-9001
770001102096,Bebidas del Valle,ISO-9001
770001102097,AgroProcesados,ISO-22000
770001102098,NutriAlimentos Corp,Sin Certificación
770001102099,AgroProcesados,Sin Certificación
770001102100,Industrias BioFood,ISO-22000
770001102101,Industrias BioFood,HACCP
770001102102,NutriAlimentos Corp,HACCP
770001102103,Industrias BioFood,Sin Certificación
770001102104,NutriAlimentos Corp,ISO-22000
770001102105,Global Foods,ISO-14001
770001102106,Bebidas del Valle,HACCP
770001102107,NutriAlimentos Corp,HACCP
770001102108,NutriAlimentos Corp,ISO-9001
770001102109,Bebidas del Valle,HACCP
770001102110,Global Foods,ISO-14001
770001102111,Bebidas del Valle,ISO-14001
770001102112,Industrias BioFood,ISO-9001
770001102113,Global Foods,ISO-9001
770001102114,AgroProcesados,HACCP
770001102115,Global Foods,ISO-22000
770001102116,Bebidas del Valle,ISO-22000
770001102117,Global Foods,ISO-22000
770001102118,Global Foods,Sin Certificación
770001102119,NutriAlimentos Corp,ISO-9001
770001102120,Bebidas del Valle,ISO-9001
770001102121,Bebidas del Valle,Sin Certificación
770001102122,Bebidas del Valle,HACCP
770001102123,Global Foods,ISO-9001
770001102124,Industrias BioFood,Sin Certificación
770001102125,NutriAlimentos Corp,ISO-14001
770001102126,Industrias BioFood,Sin Certificación
770001102127,Global Foods,ISO-14001
770001102128,Industrias BioFood,HACCP
770001102129,AgroProcesados,ISO-22000
770001102130,Bebidas del Valle,ISO-9001
770001102131,Industrias BioFood,HACCP
770001102132,AgroProcesados,Sin Certificación
770001102133,NutriAlimentos Corp,ISO-14001
770001202134,Industrias BioFood,ISO-14001
770001202135,Bebidas del Valle,Sin Certificación
770001202136,NutriAlimentos Corp,ISO-14001
770001202137,NutriAlimentos Corp,Sin Certificación
770001202138,Global Foods,HACCP
770001202139,Bebidas del Valle,ISO-22000
770001202140,Global Foods,ISO-9001
770001202141,Global Foods,ISO-22000
770001202142,Bebidas del Valle,ISO-14001
770001202143,NutriAlimentos Corp,ISO-9001
770001202144,Bebidas del Valle,ISO-22000
770001202145,NutriAlimentos Corp,ISO-14001
770001202146,Global Foods,ISO-14001
770001202147,Industrias BioFood,ISO-14001
770001202148,AgroProcesados,ISO-22000
770001202149,Global Foods,ISO-14001
770001202150,Industrias BioFood,Sin Certificación
770001202151,AgroProcesados,HACCP
770001202152,Industrias BioFood,Sin Certificación
770001202153,Global Foods,Sin Certificación
770001202154,Bebidas del Valle,ISO-9001
770001202155,Bebidas del Valle,Sin Certificación
770001202156,Industrias BioFood,ISO-22000
770001202157,Industrias BioFood,Sin Certificación
770001202158,Industrias BioFood,Sin Certificación
770001202159,Industrias BioFood,ISO-22000
770001202160,NutriAlimentos Corp,ISO-22000
770001202161,NutriAlimentos Corp,HACCP
770001202162,NutriAlimentos Corp,Sin Certificación
770001202163,NutriAlimentos Corp,HACCP
770001202164,Industrias BioFood,Sin Certificación
770001202165,Industrias BioFood,ISO-9001
770001202166,NutriAlimentos Corp,ISO-14001
770001202167,Bebidas del Valle,ISO-22000
770001202168,NutriAlimentos Corp,ISO-14001
770001202169,NutriAlimentos Corp,ISO-22000
770001202170,NutriAlimentos Corp,ISO-14001
770001202171,NutriAlimentos Corp,ISO-9001
770001202172,NutriAlimentos Corp,HACCP
770001202173,NutriAlimentos Corp,HACCP
770001202174,AgroProcesados,ISO-9001
770001202175,AgroProcesados,HACCP
770001202176,AgroProcesados,ISO-9001
770001202177,Bebidas del Valle,HACCP
770001202178,AgroProcesados,ISO-14001
770001202179,Industrias BioFood,ISO-22000
770001202180,Global Foods,ISO-9001
770001202181,Global Foods,HACCP
770001202182,Global Foods,HACCP
770001202183,Bebidas del Valle,Sin Certificación
770001202184,AgroProcesados,ISO-22000
770001202185,Global Foods,HACCP
770001202186,Industrias BioFood,ISO-22000
770001202187,Global Foods,ISO-22000
770001202188,NutriAlimentos Corp,ISO-14001
770001202189,Global Foods,HACCP
770001202190,Industrias BioFood,HACCP
770001202191,Bebidas del Valle,ISO-9001
770001202192,AgroProcesados,HACCP
770001202193,NutriAlimentos Corp,ISO-22000
770001202194,Bebidas del Valle,Sin Certificación
770001202195,Global Foods,ISO-14001
770001202196,Bebidas del Valle,ISO-9001
770001202197,Industrias BioFood,ISO-9001
770001202198,Global Foods,ISO-22000
770001202199,Global Foods,Sin Certificación
770001202200,Global Foods,ISO-9001
770001202201,Industrias BioFood,ISO-22000
770001202202,Global Foods,ISO-22000
770001202203,Bebidas del Valle,ISO-22000
770001202204,Global Foods,ISO-14001
770001202205,Bebidas del Valle,HACCP
770001202206,Global Foods,Sin Certificación
770001202207,AgroProcesados,Sin Certificación
770001202208,Industrias BioFood,ISO-22000
770001202209,Global Foods,ISO-22000
770001202210,Global Foods,ISO-14001
770001202211,Industrias BioFood,Sin Certificación
770001202212,AgroProcesados,HACCP
770001202213,Industrias BioFood,ISO-14001
770001202214,AgroProcesados,Sin Certificación
770001202215,NutriAlimentos Corp,HACCP
770001202216,Global Foods,ISO-22000
770001202217,Global Foods,ISO-14001
770001202218,Bebidas del Valle,Sin Certificación
770001202219,NutriAlimentos Corp,HACCP
770001202220,Bebidas del Valle,Sin Certificación
770001202221,Industrias BioFood,ISO-22000
770001202222,Industrias BioFood,ISO-22000
770001202223,Global Foods,ISO-22000
770001202224,Global Foods,HACCP
770001202225,Global Foods,Sin Certificación
770001202226,NutriAlimentos Corp,ISO-22000
770001202227,Industrias BioFood,Sin Certificación
770001202228,AgroProcesados,ISO-14001
770001202229,AgroProcesados,ISO-14001
770001202230,Industrias BioFood,Sin Certificación
770001202231,Industrias BioFood,Sin Certificación
770001202232,Bebidas del Valle,ISO-9001
770001202233,NutriAlimentos Corp,Sin Certificación
770001202234,AgroProcesados,ISO-14001
770001202235,Industrias BioFood,Sin Certificación
770001202236,Bebidas del Valle,ISO-9001
770001202237,AgroProcesados,ISO-14001
770001202238,Global Foods,Sin Certificación
770001202239,Bebidas del Valle,HACCP
770001202240,NutriAlimentos Corp,ISO-9001
770001202241,Bebidas del Valle,ISO-9001
770001202242,NutriAlimentos Corp,Sin Certificación
770001202243,Industrias BioFood,ISO-9001
770001202244,Global Foods,HACCP
770001202245,Bebidas del Valle,ISO-14001
770001202246,AgroProcesados,ISO-9001
770001202247,NutriAlimentos Corp,Sin Certificación
770001202248,Bebidas del Valle,ISO-14001
770001202249,NutriAlimentos Corp,ISO-9001
770001202250,Bebidas del Valle,Sin Certificación
770001202251,Industrias BioFood,ISO-14001
770001202252,Industrias BioFood,ISO-9001
770001202253,AgroProcesados,Sin Certificación
770001202254,AgroProcesados,Sin Certificación
770001202255,NutriAlimentos Corp,ISO-22000
770001202256,NutriAlimentos Corp,ISO-14001
770001202257,Bebidas del Valle,ISO-9001
770001202258,Bebidas del Valle,ISO-14001
770001202259,Bebidas del Valle,ISO-9001
770001202260,AgroProcesados,ISO-14001
770001202261,Industrias BioFood,HACCP
770001202262,NutriAlimentos Corp,ISO-14001
770001202263,AgroProcesados,ISO-22000
770001202264,NutriAlimentos Corp,ISO-22000
770001202265,Bebidas del Valle,ISO-9001
770001202266,Bebidas del Valle,Sin Certificación
770001202267,Bebidas del Valle,ISO-9001
770001202268,Industrias BioFood,ISO-14001
770001202269,NutriAlimentos Corp,ISO-14001
770001202270,AgroProcesados,ISO-14001
770001202271,Bebidas del Valle,ISO-14001
770001202272,NutriAlimentos Corp,HACCP
770001202273,Bebidas del Valle,ISO-9001
770001202274,Bebidas del Valle,ISO-14001
770001202275,Bebidas del Valle,ISO-9001
770001202276,Industrias BioFood,ISO-14001
770001202277,NutriAlimentos Corp,Sin Certificación
770001202278,Global Foods,ISO-22000
770001202279,Bebidas del Valle,HACCP
770001202280,Industrias BioFood,HACCP
770001202281,NutriAlimentos Corp,ISO-14001
770001202282,AgroProcesados,ISO-14001
770001202283,Industrias BioFood,Sin Certificación
770001202284,AgroProcesados,ISO-14001
770001202285,AgroProcesados,ISO-14001
770001202286,NutriAlimentos Corp,ISO-9001
770001202287,NutriAlimentos Corp,ISO-9001
770001202288,AgroProcesados,ISO-22000
770001202289,AgroProcesados,ISO-22000
770001202290,Bebidas del Valle,HACCP
770001202291,Bebidas del Valle,Sin Certificación
770001202292,AgroProcesados,ISO-22000
770001202293,NutriAlimentos Corp,Sin Certificación
770001202294,Bebidas del Valle,ISO-22000
770001202295,NutriAlimentos Corp,ISO-9001
770001202296,Industrias BioFood,ISO-22000
770001202297,Bebidas del Valle,ISO-14001
770001202298,NutriAlimentos Corp,ISO-22000
770001202299,NutriAlimentos Corp,HACCP
770001202300,Bebidas del Valle,ISO-22000
770001202301,Global Foods,ISO-22000
770001202302,NutriAlimentos Corp,ISO-22000
770001202303,Industrias BioFood,ISO-9001
770001202304,Industrias BioFood,ISO-22000
770001202305,Bebidas del Valle,ISO-9001
770001202306,Industrias BioFood,ISO-9001
770001202307,Industrias BioFood,ISO-14001
770001202308,NutriAlimentos Corp,HACCP
770001202309,Bebidas del Valle,ISO-9001
770001202310,Industrias BioFood,ISO-9001
770001202311,NutriAlimentos Corp,HACCP
770001202312,NutriAlimentos Corp,ISO-9001
770001202313,Global Foods,ISO-14001
770001202314,Global Foods,HACCP
770001202315,Global Foods,ISO-14001
770001202316,NutriAlimentos Corp,ISO-22000
770001202317,NutriAlimentos Corp,ISO-9001
770001202318,NutriAlimentos Corp,Sin Certificación
770001202319,NutriAlimentos Corp,ISO-14001
770001202320,Industrias BioFood,ISO-14001
770001202321,AgroProcesados,ISO-22000
770001202322,AgroProcesados,ISO-9001
770001202323,NutriAlimentos Corp,ISO-9001
770001202324,Bebidas del Valle,HACCP
770001202325,Bebidas del Valle,ISO-22000
770001202326,Global Foods,HACCP
770001202327,Bebidas del Valle,ISO-9001
770001302328,Bebidas del Valle,HACCP
770001302329,AgroProcesados,ISO-14001
770001302330,Global Foods,ISO-14001
770001302331,Bebidas del Valle,Sin Certificación
770001302332,Global Foods,ISO-22000
770001302333,Industrias BioFood,ISO-22000
770001302334,Bebidas del Valle,ISO-9001
770001302335,Industrias BioFood,ISO-9001
770001302336,NutriAlimentos Corp,Sin Certificación
770001302337,Bebidas del Valle,ISO-9001
770001302338,Global Foods,HACCP
770001302339,AgroProcesados,Sin Certificación
770001302340,NutriAlimentos Corp,ISO-9001
770001302341,Bebidas del Valle,ISO-22000
770001302342,Industrias BioFood,Sin Certificación
770001302343,Global Foods,Sin Certificación
770001302344,Global Foods,Sin Certificación
770001302345,Global Foods,HACCP
770001302346,NutriAlimentos Corp,ISO-14001
770001302347,NutriAlimentos Corp,Sin Certificación
770001302348,AgroProcesados,Sin Certificación
770001302349,Bebidas del Valle,ISO-14001
770001302350,NutriAlimentos Corp,HACCP
770001302351,Global Foods,ISO-22000
770001302352,NutriAlimentos Corp,ISO-9001
770001302353,AgroProcesados,ISO-14001
770001302354,Bebidas del Valle,ISO-9001
770001302355,Bebidas del Valle,Sin Certificación
770001302356,Bebidas del Valle,Sin Certificación
770001302357,Bebidas del Valle,ISO-9001
770001302358,AgroProcesados,ISO-22000
770001302359,AgroProcesados,ISO-22000
770001302360,NutriAlimentos Corp,ISO-14001
770001302361,Global Foods,ISO-9001
770001302362,NutriAlimentos Corp,ISO-9001
770001302363,NutriAlimentos Corp,ISO-9001
770001302364,AgroProcesados,Sin Certificación
770001302365,AgroProcesados,HACCP
770001302366,AgroProcesados,ISO-14001
770001302367,NutriAlimentos Corp,ISO-14001
770001302368,Bebidas del Valle,HACCP
770001302369,NutriAlimentos Corp,ISO-9001
770001302370,Bebidas del Valle,ISO-22000
770001302371,Global Foods,ISO-14001
770001302372,AgroProcesados,ISO-9001
770001302373,Global Foods,ISO-14001
770001302374,NutriAlimentos Corp,ISO-9001
770001302375,Bebidas del Valle,HACCP
770001302376,Bebidas del Valle,ISO-9001
770001302377,Industrias BioFood,ISO-14001
770001302378,Global Foods,ISO-14001
770001302379,Bebidas del Valle,ISO-9001
770001302380,Industrias BioFood,ISO-22000
770001302381,NutriAlimentos Corp,Sin Certificación
